0.969,-82,0.931,-81,0.903,-80,0.875,-82
1.011,-81,0.917,-81,0.894,-80,0.87,-82
0.955,-83,0.941,-83,0.889,-81,0.867,-84
1.002,-81,0.917,-81,0.903,-80,0.872,-83
0.959,-81,0.917,-82,0.908,-80,0.88,-82
1.016,-81,0.959,-81,0.908,-80,0.876,-82
1.016,-83,0.913,-82,0.936,-81,0.898,-82
0.959,-81,0.936,-82,0.898,-80,0.898,-83
0.997,-81,0.95,-81,0.894,-80,0.898,-82
0.959,-81,0.931,-81,0.88,-80,0.889,-82
0.997,-81,0.922,-81,0.903,-81,0.867,-84
1.006,-81,0.964,-81,0.884,-80,0.88,-82
0.988,-81,0.917,-81,0.884,-80,0.867,-82
0.988,-81,0.941,-81,0.922,-80,0.875,-82
0.978,-81,0.945,-81,0.908,-81,0.894,-83
0.959,-81,0.955,-81,0.898,-81,0.884,-82
1.011,-81,0.922,-81,0.898,-80,0.867,-83
0.945,-81,0.941,-82,0.884,-80,0.881,-82
0.969,-81,0.927,-81,0.913,-81,0.875,-82
0.964,-81,0.922,-82,0.894,-80,0.872,-83
1.02,-81,0.955,-81,0.913,-80,0.908,-82
0.931,-81,0.945,-81,0.898,-80,0.88,-82
0.959,-81,0.945,-82,0.889,-81,0.87,-84
0.945,-81,0.945,-81,0.922,-80,0.884,-82
0.941,-81,0.931,-81,0.875,-80,0.875,-83
0.983,-81,0.922,-81,0.908,-80,0.876,-82
0.969,-82,0.955,-83,0.922,-80,0.881,-84
0.927,-81,0.936,-81,0.908,-80,0.875,-82
0.959,-82,0.945,-82,0.913,-80,0.872,-82
0.941,-81,0.936,-81,0.913,-80,0.886,-82
0.927,-81,0.927,-81,0.903,-80,0.889,-83
0.964,-81,0.922,-81,0.889,-80,0.876,-82
0.941,-81,0.95,-82,0.913,-80,0.872,-82
0.959,-81,0.945,-82,0.884,-80,0.881,-82
0.959,-81,0.95,-83,0.936,-81,0.872,-82
0.927,-81,0.941,-81,0.894,-80,0.886,-82
0.945,-81,0.95,-81,0.894,-80,0.881,-82
1.025,-81,0.927,-81,0.875,-80,0.886,-82
0.974,-81,0.978,-82,0.913,-80,0.872,-83
0.959,-81,0.936,-81,0.908,-80,0.875,-82
0.931,-81,0.941,-81,0.898,-81,0.894,-82
0.955,-81,0.955,-81,0.908,-81,0.894,-82
0.978,-81,0.927,-82,0.894,-81,0.881,-82
0.908,-81,0.922,-81,0.898,-80,0.886,-82
1.011,-82,0.95,-81,0.908,-80,0.87,-82
1.03,-81,0.908,-81,0.913,-80,0.884,-82
0.95,-81,0.941,-81,0.917,-80,0.881,-84
0.997,-81,0.964,-81,0.894,-80,0.876,-82
0.992,-81,0.917,-81,0.87,-80,0.886,-82
0.978,-81,0.936,-81,0.898,-80,0.884,-82
1.02,-83,0.908,-81,0.913,-80,0.87,-82
1.006,-81,0.913,-81,0.889,-80,0.886,-82
0.936,-81,0.955,-81,0.889,-80,0.886,-82
0.983,-81,0.941,-81,0.894,-80,0.867,-82
0.945,-81,0.959,-82,0.908,-80,0.87,-83
0.945,-82,0.917,-81,0.88,-80,0.87,-82
0.988,-81,0.974,-81,0.903,-80,0.889,-82
0.941,-81,0.922,-81,0.88,-80,0.903,-82
0.927,-81,0.931,-81,0.894,-81,0.894,-84
0.964,-81,0.941,-81,0.903,-81,0.884,-82
0.945,-81,0.936,-81,0.889,-80,0.889,-82
0.955,-81,0.927,-81,0.913,-81,0.88,-83
0.964,-82,0.95,-83,0.922,-80,0.881,-82
1.025,-82,0.931,-81,0.917,-80,0.886,-82
1.006,-81,0.941,-82,0.884,-80,0.867,-82
0.959,-81,0.941,-81,0.903,-80,0.87,-82
0.955,-81,0.908,-81,0.922,-81,0.913,-82
0.931,-81,0.936,-81,0.913,-80,0.884,-82
0.955,-81,0.941,-81,0.889,-80,0.903,-82
0.95,-81,0.908,-81,0.894,-80,0.894,-82
1.006,-81,0.927,-81,0.908,-81,0.886,-82
1.016,-81,0.945,-81,0.908,-80,0.872,-82
0.936,-81,0.95,-82,0.884,-80,0.881,-82
0.955,-81,0.908,-81,0.913,-80,0.889,-82
0.992,-81,0.941,-82,0.931,-80,0.881,-82
1.002,-83,0.936,-81,0.931,-80,0.881,-83
1.02,-81,0.922,-82,0.903,-80,0.889,-83
0.927,-81,0.95,-82,0.889,-80,0.886,-82
0.964,-81,0.927,-82,0.903,-80,0.884,-83
0.969,-83,0.945,-81,0.894,-80,0.876,-82
0.974,-81,0.922,-82,0.898,-80,0.857,-82
0.974,-81,0.941,-81,0.927,-80,0.881,-82
0.969,-82,0.927,-81,0.88,-80,0.862,-82
0.969,-82,0.931,-81,0.908,-80,0.876,-81
0.964,-81,0.922,-81,0.903,-80,0.884,-82
0.941,-81,0.941,-81,0.922,-80,0.875,-82
0.95,-82,0.917,-81,0.884,-80,0.889,-82
0.945,-83,0.945,-82,0.894,-81,0.872,-82
0.955,-81,0.931,-81,0.908,-80,0.875,-82
0.964,-81,0.941,-81,0.875,-80,0.88,-82
0.969,-81,0.964,-81,0.908,-80,0.876,-82
0.983,-81,0.945,-81,0.917,-80,0.876,-82
0.955,-81,0.945,-82,0.898,-81,0.87,-82
0.992,-81,0.931,-81,0.903,-80,0.867,-82
0.941,-81,0.931,-82,0.913,-80,0.872,-82
0.941,-83,0.955,-81,0.931,-81,0.867,-84
0.941,-81,0.941,-81,0.908,-80,0.875,-82
0.969,-81,0.936,-81,0.913,-80,0.881,-82
0.931,-82,0.936,-82,0.922,-80,0.876,-81
0.969,-81,0.955,-82,0.898,-80,0.867,-82
0.945,-81,0.964,-81,0.903,-80,0.889,-82
0.955,-81,0.95,-81,0.917,-80,0.884,-82
0.983,-81,0.917,-81,0.894,-80,0.881,-84
0.969,-82,0.974,-81,0.898,-80,0.886,-82
0.955,-81,0.927,-81,0.898,-80,0.884,-82
0.941,-81,0.931,-82,0.913,-80,0.88,-82
0.95,-81,0.936,-83,0.908,-82,0.876,-83
0.964,-82,0.931,-82,0.936,-80,0.881,-82
0.983,-82,0.927,-81,0.889,-80,0.886,-82
0.941,-81,0.95,-81,0.922,-80,0.87,-82
0.964,-81,0.922,-81,0.931,-80,0.886,-82
0.931,-81,0.945,-81,0.913,-80,0.876,-82
0.974,-81,0.95,-81,0.889,-81,0.881,-82
0.955,-81,0.936,-82,0.913,-80,0.87,-82
0.941,-81,0.964,-81,0.903,-81,0.889,-82
0.941,-82,0.945,-81,0.922,-80,0.87,-82
0.95,-81,0.922,-82,0.894,-80,0.898,-82
0.95,-81,0.95,-81,0.931,-80,0.881,-82
0.978,-81,0.959,-82,0.945,-80,0.894,-82
0.988,-83,0.941,-83,0.903,-80,0.884,-82
1.002,-82,0.917,-81,0.894,-80,0.903,-82
0.95,-81,0.945,-82,0.884,-80,0.87,-82
0.969,-81,0.922,-81,0.913,-80,0.884,-83
0.964,-82,0.95,-81,0.903,-80,0.87,-82
0.931,-81,0.941,-81,0.913,-80,0.894,-82
0.945,-81,0.936,-81,0.884,-80,0.876,-83
0.936,-81,0.931,-81,0.927,-81,0.898,-84
0.955,-83,0.927,-82,0.936,-81,0.876,-82
0.945,-81,0.955,-81,0.903,-80,0.862,-82
0.969,-81,0.913,-82,0.922,-80,0.898,-82
0.945,-81,0.959,-81,0.917,-82,0.876,-82
0.941,-82,0.941,-83,0.908,-81,0.88,-82
0.974,-81,0.941,-81,0.884,-80,0.87,-82
0.955,-81,0.95,-81,0.903,-80,0.884,-82
1.02,-81,0.941,-81,0.889,-80,0.886,-82
0.969,-81,0.95,-83,0.964,-81,0.876,-84
0.955,-81,0.922,-81,0.898,-80,0.889,-82
0.992,-81,0.927,-82,0.894,-90,0.886,-82
0.983,-81,0.936,-81,0.898,-80,0.884,-82
0.959,-81,0.913,-81,0.927,-81,0.898,-84
0.964,-81,0.95,-82,0.927,-80,0.908,-82
0.941,-81,0.945,-82,0.917,-80,0.867,-82
0.959,-81,0.936,-81,0.884,-80,0.87,-82
0.955,-82,0.941,-81,0.945,-81,0.884,-82
0.964,-81,0.936,-81,0.908,-80,0.886,-82
0.931,-81,0.945,-81,0.931,-80,0.908,-82
0.955,-81,0.931,-81,0.927,-80,0.87,-82
0.959,-81,0.955,-81,0.95,-81,0.886,-83
0.974,-81,0.931,-81,0.884,-80,0.87,-82
0.974,-81,0.931,-81,0.894,-80,0.881,-82
0.964,-81,0.964,-82,0.894,-80,0.872,-82
1.006,-81,0.931,-83,0.922,-82,0.908,-83
0.95,-81,0.941,-81,0.927,-80,0.872,-82
1.002,-82,0.936,-81,0.922,-80,0.88,-82
0.95,-81,0.941,-81,0.894,-80,0.886,-82
0.95,-83,0.978,-81,0.898,-80,0.881,-84
0.941,-81,0.931,-81,0.908,-80,0.881,-83
0.936,-81,0.941,-84,0.922,-80,0.886,-82
0.959,-81,0.913,-82,0.922,-80,0.87,-82
0.945,-83,0.936,-82,0.95,-81,0.898,-84
0.959,-81,0.931,-82,0.903,-80,0.884,-82
0.978,-81,0.955,-81,0.898,-80,0.87,-83
0.974,-81,0.936,-81,0.898,-80,0.862,-82
0.964,-82,0.931,-81,0.945,-81,0.88,-82
0.955,-81,0.945,-81,0.917,-80,0.881,-82
0.955,-81,0.922,-81,0.941,-80,0.88,-82
0.955,-81,0.955,-81,0.903,-80,0.886,-82
0.969,-81,0.927,-82,0.917,-82,0.88,-82
0.931,-81,0.983,-81,0.908,-80,0.875,-82
0.964,-81,0.917,-81,0.936,-80,0.889,-82
0.955,-82,0.941,-81,0.917,-80,0.867,-82
0.964,-82,0.945,-82,0.894,-80,0.88,-82
0.936,-82,0.945,-82,0.936,-80,0.884,-82
0.936,-81,0.931,-81,0.894,-80,0.917,-82
0.927,-81,0.931,-82,0.908,-80,0.881,-83
0.931,-81,0.983,-81,0.894,-80,0.875,-82
0.992,-83,0.936,-82,0.941,-81,0.875,-83
0.974,-81,0.917,-81,0.898,-80,0.903,-82
0.945,-81,0.941,-81,0.884,-80,0.872,-82
0.974,-81,0.969,-81,0.908,-80,0.894,-82
0.983,-81,0.959,-81,0.913,-80,0.894,-83
0.992,-81,0.927,-81,0.903,-80,0.87,-82
0.955,-81,0.969,-81,0.931,-80,0.884,-82
0.959,-81,0.936,-81,0.903,-80,0.884,-82
0.974,-81,0.936,-81,0.927,-80,0.87,-82
0.969,-81,0.922,-81,0.913,-80,0.876,-82
0.955,-81,0.931,-81,0.913,-80,0.87,-82
0.983,-81,0.941,-81,0.927,-81,0.903,-83
0.988,-81,0.959,-81,0.898,-80,0.867,-82
0.945,-81,0.922,-81,0.903,-80,0.875,-82
0.927,-81,0.927,-81,0.922,-80,0.875,-82
0.955,-81,0.941,-81,0.898,-80,0.886,-82
1.006,-81,0.95,-83,0.894,-80,0.875,-84
0.95,-81,0.969,-81,0.95,-80,0.867,-82
0.964,-81,0.974,-81,0.898,-80,0.886,-82
0.941,-81,0.936,-81,0.903,-80,0.886,-82
0.964,-81,0.95,-81,0.913,-81,0.875,-82
0.945,-82,0.955,-81,0.903,-80,0.886,-82
0.983,-81,0.955,-81,0.936,-80,0.87,-82
0.983,-81,0.95,-81,0.922,-80,0.875,-82
0.969,-82,0.955,-83,0.936,-81,0.87,-82
0.964,-81,0.955,-81,0.931,-80,0.875,-82
0.959,-81,0.936,-82,0.927,-80,0.88,-82
0.974,-81,0.922,-81,0.913,-80,0.875,-82
0.974,-82,0.983,-83,0.936,-81,0.857,-83
0.983,-81,0.917,-82,0.927,-80,0.881,-82
0.95,-81,0.917,-81,0.898,-80,0.88,-82
0.969,-81,0.917,-81,0.898,-80,0.875,-82
0.959,-81,0.955,-83,0.922,-81,0.875,-82
0.974,-82,0.931,-81,0.903,-80,0.881,-82
0.95,-81,0.945,-82,0.898,-80,0.88,-82
0.941,-81,0.927,-82,0.917,-80,0.875,-82
1.006,-82,0.936,-82,0.908,-80,0.898,-84
0.983,-81,0.922,-81,0.884,-80,0.872,-82
0.964,-81,0.959,-82,0.884,-80,0.886,-82
0.983,-81,0.931,-82,0.903,-80,0.889,-83
0.964,-81,0.931,-83,0.917,-81,0.889,-85
0.955,-81,0.936,-82,0.917,-80,0.88,-82
0.959,-81,0.95,-82,0.941,-80,0.87,-82
0.941,-81,0.931,-82,0.908,-80,0.862,-82
0.974,-81,0.913,-83,0.908,-81,0.876,-82
0.992,-81,0.936,-82,0.898,-81,0.87,-82
0.959,-81,0.941,-83,0.922,-80,0.88,-82
0.969,-81,0.945,-81,0.889,-80,0.875,-82
0.983,-81,0.936,-81,0.931,-80,0.894,-82
0.978,-81,0.959,-82,0.894,-80,0.875,-82
0.983,-81,0.941,-82,0.922,-80,0.87,-82
0.955,-81,0.922,-82,0.927,-81,0.886,-82
0.978,-81,0.936,-84,0.927,-80,0.889,-82
0.983,-81,0.95,-82,0.903,-81,0.903,-81
0.964,-81,0.931,-82,0.927,-80,0.886,-81
0.941,-81,0.941,-81,0.917,-80,0.898,-81
1.002,-81,0.927,-81,0.922,-80,0.903,-81
0.978,-81,0.969,-83,0.913,-80,0.898,-82
0.969,-81,0.927,-81,0.903,-80,0.88,-82
0.988,-81,0.941,-82,0.936,-80,0.886,-82
0.969,-81,0.913,-82,0.927,-80,0.889,-82
0.997,-81,0.927,-82,0.889,-80,0.88,-81
0.978,-81,0.978,-82,0.908,-80,0.886,-82
0.964,-81,0.936,-82,0.936,-80,0.908,-82
0.931,-81,0.908,-83,0.922,-80,0.884,-83
1.002,-83,0.964,-84,0.913,-80,0.875,-81
0.974,-81,0.992,-82,0.936,-80,0.889,-83
0.997,-81,0.941,-81,0.917,-80,0.881,-82
0.997,-81,0.959,-81,0.908,-80,0.886,-81
0.959,-83,0.978,-83,0.936,-81,0.88,-82
0.992,-81,0.959,-81,0.927,-80,0.886,-81
0.978,-81,0.945,-81,0.908,-80,0.884,-81
0.955,-81,0.908,-81,0.917,-80,0.875,-81
0.969,-82,0.898,-82,0.917,-81,0.881,-83
0.95,-81,0.95,-82,0.941,-80,0.88,-82
0.913,-81,0.95,-82,0.913,-80,0.87,-82
0.988,-81,0.95,-82,0.894,-80,0.881,-82
0.945,-81,0.964,-82,0.913,-80,0.894,-83
0.974,-81,0.969,-82,0.931,-80,0.87,-82
0.969,-81,0.922,-82,0.898,-80,0.894,-82
0.974,-81,0.95,-82,0.898,-80,0.88,-82
0.978,-82,0.974,-83,0.931,-80,0.884,-82
0.955,-81,0.945,-81,0.908,-80,0.881,-83
0.974,-81,0.955,-82,0.927,-80,0.875,-82
0.945,-81,0.964,-82,0.898,-80,0.889,-82
0.978,-81,0.903,-82,0.917,-80,0.898,-82
0.959,-81,0.922,-82,0.913,-80,0.903,-82
0.974,-81,0.931,-82,0.903,-80,0.87,-82
0.931,-81,0.913,-81,0.945,-81,0.88,-82
0.936,-81,0.941,-82,0.941,-80,0.894,-82
0.988,-81,0.927,-81,0.889,-80,0.881,-82
0.974,-81,0.936,-81,0.927,-80,0.87,-81
0.964,-81,0.936,-81,0.931,-80,0.886,-82
0.978,-81,0.931,-81,0.908,-81,0.884,-83
0.945,-81,0.941,-82,0.908,-81,0.913,-81
0.959,-81,0.941,-81,0.917,-80,0.898,-82
0.978,-81,0.955,-82,0.936,-81,0.876,-82
0.997,-81,0.936,-82,0.908,-80,0.917,-83
0.941,-81,0.95,-81,0.889,-81,0.875,-81
0.936,-81,0.931,-81,0.922,-80,0.889,-82
0.969,-81,0.959,-81,0.898,-80,0.894,-82
0.969,-81,0.927,-82,0.913,-80,0.886,-84
0.95,-81,0.955,-82,0.927,-80,0.894,-82
0.992,-81,0.931,-81,0.908,-80,0.881,-81
0.955,-81,0.95,-81,0.931,-80,0.875,-82
0.95,-81,0.927,-81,0.903,-80,0.898,-81
0.992,-83,0.992,-83,0.922,-80,0.88,-82
0.974,-81,0.95,-81,0.913,-80,0.889,-82
0.941,-81,0.927,-81,0.917,-80,0.876,-81
0.974,-81,0.95,-81,0.903,-80,0.884,-82
0.978,-81,0.941,-83,0.908,-80,0.894,-82
0.969,-81,0.945,-82,0.903,-80,0.88,-83
0.983,-81,0.95,-81,0.903,-80,0.87,-82
0.978,-81,0.964,-82,0.917,-80,0.898,-84
0.959,-83,0.955,-81,0.941,-80,0.88,-84
0.959,-82,0.922,-81,0.941,-80,0.867,-81
0.974,-81,0.95,-82,0.917,-80,0.88,-82
0.95,-81,0.959,-81,0.908,-80,0.881,-82
0.927,-83,0.95,-82,0.903,-80,0.886,-83
0.941,-81,0.936,-81,0.917,-80,0.886,-81
0.964,-81,0.95,-81,0.908,-80,0.876,-82
0.955,-81,0.95,-82,0.927,-80,0.87,-82
0.988,-81,0.959,-82,0.936,-81,0.889,-81
0.964,-81,0.95,-82,0.931,-80,0.898,-82
0.955,-81,0.931,-81,0.908,-80,0.87,-82
0.959,-81,0.936,-81,0.908,-80,0.87,-82
0.941,-81,0.959,-81,0.959,-81,0.884,-83
0.983,-81,0.945,-82,0.894,-80,0.87,-83
0.959,-81,0.945,-81,0.903,-80,0.886,-82
0.978,-81,0.941,-82,0.908,-80,0.908,-82
0.988,-81,0.974,-82,0.936,-80,0.889,-83
0.988,-81,0.936,-82,0.936,-80,0.889,-81
0.978,-81,0.941,-82,0.913,-80,0.875,-82
0.941,-81,0.974,-81,0.889,-80,0.88,-81
0.969,-83,0.95,-81,0.908,-80,0.889,-83
0.978,-82,0.931,-81,0.941,-80,0.889,-81
0.95,-81,0.964,-82,0.931,-80,0.889,-82
0.964,-81,0.95,-81,0.913,-80,0.875,-81
0.936,-81,0.945,-82,0.917,-81,0.87,-81
0.988,-81,0.95,-82,0.922,-81,0.884,-81
0.974,-82,0.941,-82,0.927,-80,0.917,-82
0.95,-81,0.941,-82,0.941,-80,0.898,-81
0.992,-81,0.959,-81,0.945,-80,0.886,-82
0.945,-81,0.95,-81,0.95,-80,0.886,-83
0.941,-81,0.974,-82,0.898,-80,0.889,-82
0.978,-81,0.936,-81,0.898,-80,0.898,-81
0.964,-82,0.964,-81,0.941,-80,0.894,-81
0.941,-81,0.941,-82,0.936,-80,0.875,-81
0.95,-82,0.95,-81,0.936,-80,0.894,-81
0.988,-81,0.974,-81,0.931,-80,0.884,-82
0.997,-82,0.959,-82,0.922,-80,0.913,-81
0.974,-81,0.955,-82,0.917,-81,0.872,-81
0.974,-81,0.936,-81,0.931,-80,0.886,-81
0.955,-81,0.959,-81,0.917,-80,0.876,-81
0.978,-81,0.974,-82,0.908,-81,0.872,-84
0.931,-81,0.969,-82,0.917,-80,0.913,-81
0.945,-81,0.945,-81,0.917,-80,0.936,-82
1.002,-81,0.945,-82,0.927,-80,0.875,-81
1.016,-81,0.959,-81,0.927,-80,0.875,-81
0.969,-81,0.945,-82,0.927,-80,0.875,-82
0.974,-81,0.931,-81,0.922,-80,0.898,-82
0.95,-81,0.936,-81,0.889,-80,0.876,-81
1.006,-81,0.974,-81,0.889,-80,0.894,-81
0.959,-81,0.978,-81,0.894,-80,0.875,-81
0.978,-81,0.95,-81,0.917,-80,0.867,-82
0.992,-81,0.945,-81,0.898,-81,0.881,-81
0.997,-81,0.955,-81,0.945,-80,0.889,-83
0.95,-81,0.964,-82,0.941,-80,0.875,-81
0.959,-82,0.95,-81,0.913,-80,0.881,-81
0.978,-81,0.95,-81,0.931,-80,0.872,-81
0.983,-81,0.945,-81,0.913,-80,0.867,-82
0.959,-81,0.964,-82,0.936,-80,0.884,-82
0.941,-81,0.955,-81,0.922,-80,0.884,-81
0.988,-81,0.95,-82,0.903,-80,0.898,-81
1.006,-81,0.945,-82,0.913,-80,0.875,-83
0.978,-81,0.959,-81,0.931,-80,0.886,-82
0.983,-81,0.941,-81,0.927,-81,0.875,-81
0.974,-81,0.95,-82,0.913,-80,0.894,-82
0.964,-82,0.945,-82,0.913,-80,0.876,-82
0.969,-81,0.945,-81,0.903,-81,0.88,-81
0.978,-81,0.941,-81,0.908,-80,0.884,-81
0.964,-81,0.95,-81,0.903,-80,0.88,-81
1.039,-83,0.983,-83,0.922,-81,0.87,-82
0.95,-81,0.95,-81,0.884,-80,0.881,-81
0.988,-81,0.945,-81,0.898,-80,0.886,-81
0.95,-81,0.95,-81,0.922,-80,0.876,-81
0.983,-82,0.95,-81,0.908,-81,0.87,-82
0.945,-82,0.959,-82,0.908,-80,0.884,-81
0.959,-82,0.95,-81,0.917,-80,0.875,-82
1.006,-81,0.959,-81,0.889,-80,0.889,-82
0.959,-81,0.964,-82,0.922,-81,0.886,-81
0.955,-83,0.941,-81,0.927,-80,0.876,-81
1.006,-81,0.969,-81,0.903,-80,0.881,-82
0.978,-81,0.974,-81,0.917,-80,0.884,-81
0.959,-81,0.964,-81,0.898,-80,0.881,-82
0.988,-81,0.95,-81,0.913,-80,0.881,-82
0.964,-81,0.945,-81,0.908,-80,0.889,-81
0.95,-82,0.974,-82,0.884,-80,0.875,-81
0.969,-81,0.969,-81,0.936,-80,0.884,-82
0.983,-81,0.927,-81,0.941,-80,0.875,-81
0.955,-81,0.95,-81,0.908,-80,0.88,-82
0.945,-81,0.941,-81,0.927,-80,0.894,-81
0.959,-81,0.955,-81,0.913,-80,0.884,-81
0.95,-81,0.945,-81,0.908,-80,0.903,-81
0.964,-81,0.964,-81,0.913,-80,0.87,-81
0.974,-81,0.95,-81,0.903,-80,0.867,-81
0.974,-83,0.964,-81,0.894,-80,0.881,-82
1.02,-83,0.95,-82,0.917,-80,0.886,-82
0.955,-81,0.945,-81,0.936,-80,0.889,-81
0.974,-81,0.945,-81,0.931,-80,0.903,-82
0.95,-81,0.964,-81,0.959,-92,0.894,-82
0.978,-81,0.941,-82,0.903,-80,0.881,-81
0.955,-81,0.927,-81,0.922,-80,0.884,-81
1.002,-87,0.945,-81,0.917,-80,0.876,-81
0.969,-81,0.959,-82,0.889,-80,0.87,-83
0.959,-82,0.941,-82,0.917,-80,0.884,-81
0.959,-81,0.936,-82,0.913,-80,0.87,-82
0.969,-81,0.959,-81,0.88,-80,0.872,-81
0.983,-82,0.959,-81,0.955,-80,0.913,-81
1.011,-82,0.955,-81,0.931,-80,0.903,-81
1.006,-81,0.969,-81,0.903,-80,0.881,-82
0.936,-81,0.95,-81,0.931,-80,0.886,-82
0.941,-81,0.936,-81,0.894,-80,0.903,-84
0.983,-81,0.941,-81,0.913,-80,0.884,-82
0.95,-81,0.941,-82,0.913,-80,0.886,-81
1.002,-82,0.988,-81,0.945,-80,0.908,-82
0.955,-81,0.936,-81,0.913,-80,0.876,-81
0.936,-81,0.974,-83,0.913,-80,0.88,-81
0.955,-81,0.959,-81,0.913,-80,0.886,-82
0.974,-81,0.931,-81,0.908,-80,0.884,-83
0.974,-82,0.964,-82,0.922,-80,0.881,-82
0.969,-81,0.95,-82,0.913,-81,0.894,-81
0.936,-81,0.95,-81,0.917,-80,0.87,-82
0.988,-81,0.945,-81,0.913,-80,0.884,-81
0.955,-81,0.95,-82,0.908,-80,0.88,-82
1.002,-81,0.969,-82,0.903,-80,0.88,-81
0.988,-81,0.964,-81,0.927,-80,0.886,-81
0.988,-81,0.945,-81,0.927,-80,0.88,-81
0.978,-81,0.983,-81,0.894,-80,0.886,-81
1.025,-83,0.978,-81,0.913,-81,0.87,-81
0.978,-81,0.974,-81,0.922,-81,0.876,-82
0.959,-81,0.941,-81,0.898,-80,0.88,-81
0.959,-82,0.95,-81,0.927,-80,0.886,-82
0.983,-81,0.959,-82,0.964,-80,0.894,-84
0.969,-82,0.936,-81,0.894,-80,0.88,-82
0.936,-81,0.983,-81,0.913,-81,0.889,-81
0.969,-81,0.955,-81,0.889,-80,0.87,-81
0.959,-82,0.945,-81,0.959,-82,0.88,-81
0.955,-81,0.945,-81,0.913,-80,0.88,-81
0.974,-81,0.978,-81,0.884,-80,0.881,-81
0.945,-81,0.941,-81,0.908,-80,0.889,-82
1.025,-82,0.969,-83,0.931,-80,0.875,-83
0.974,-81,0.978,-81,0.903,-89,0.875,-81
0.95,-81,0.955,-81,0.908,-81,0.889,-82
0.941,-81,0.945,-81,0.936,-80,0.881,-82
0.95,-82,0.959,-81,0.936,-80,0.875,-82
0.969,-81,0.941,-81,0.917,-81,0.875,-82
0.974,-81,0.955,-81,0.95,-80,0.886,-82
0.983,-81,0.95,-81,0.931,-81,0.88,-81
1.011,-81,0.978,-81,0.898,-80,0.917,-83
0.959,-81,0.945,-81,0.889,-80,0.908,-81
0.959,-81,0.945,-81,0.945,-81,0.87,-81
0.997,-81,0.955,-81,0.927,-80,0.886,-81
0.959,-81,0.955,-81,0.884,-80,0.875,-82
0.945,-81,0.95,-81,0.927,-80,0.881,-81
0.936,-81,0.959,-81,0.922,-80,0.867,-81
0.964,-81,0.955,-81,0.917,-81,0.884,-81
1.002,-81,0.964,-81,0.884,-80,0.87,-82
0.978,-81,0.964,-81,0.922,-80,0.88,-81
0.959,-81,0.95,-81,0.922,-80,0.922,-81
0.964,-82,0.95,-81,0.941,-80,0.867,-81
0.964,-81,0.941,-81,0.88,-81,0.881,-81
0.95,-81,0.959,-81,0.884,-80,0.88,-81
0.974,-81,0.927,-81,0.88,-80,0.876,-82
0.964,-81,0.974,-81,0.917,-81,0.884,-81
0.95,-81,0.959,-81,0.886,-80,0.884,-82
0.955,-81,0.945,-81,0.913,-81,0.908,-81
0.969,-81,0.941,-81,0.913,-80,0.88,-81
0.95,-81,0.945,-81,0.88,-80,0.87,-81
0.955,-81,0.95,-81,0.913,-80,0.87,-81
0.988,-81,0.95,-81,0.908,-80,0.87,-81
0.978,-82,0.941,-81,0.894,-80,0.876,-81
0.955,-82,0.974,-81,0.908,-80,0.898,-81
1.006,-81,0.969,-81,0.889,-80,0.886,-82
0.969,-81,0.941,-81,0.898,-80,0.862,-82
0.945,-81,0.95,-81,0.898,-80,0.886,-81
0.945,-84,0.964,-82,0.917,-80,0.881,-81
0.959,-81,0.969,-81,0.884,-80,0.87,-82
0.95,-81,0.945,-81,0.908,-80,0.872,-81
0.955,-81,0.964,-81,0.927,-80,0.898,-81
0.974,-81,0.945,-81,0.903,-81,0.898,-81
0.955,-81,0.955,-81,0.913,-80,0.87,-81
0.988,-81,0.941,-81,0.941,-80,0.884,-81
0.992,-81,0.964,-81,0.917,-80,0.875,-81
1.011,-83,0.95,-82,0.908,-80,0.886,-81
0.959,-81,0.964,-82,0.931,-80,0.903,-81
0.978,-81,0.936,-81,0.903,-80,0.886,-81
0.978,-81,0.955,-81,0.884,-81,0.898,-81
0.974,-81,0.964,-81,0.931,-80,0.886,-81
0.988,-81,0.974,-81,0.903,-80,0.88,-81
0.95,-81,0.955,-82,0.894,-80,0.87,-81
0.969,-81,0.964,-81,0.898,-80,0.87,-82
0.992,-82,0.959,-81,0.908,-80,0.898,-81
0.983,-81,0.964,-81,0.908,-81,0.875,-81
1.006,-82,0.969,-81,0.889,-80,0.886,-82
0.974,-81,0.95,-81,0.922,-80,0.898,-81
0.988,-81,0.95,-81,0.903,-80,0.881,-81
0.978,-81,0.95,-81,0.894,-80,0.876,-81
0.964,-81,0.955,-81,0.87,-81,0.87,-81
0.95,-81,0.941,-81,0.898,-80,0.88,-81
0.988,-81,0.95,-81,0.903,-80,0.87,-81
1.025,-81,0.941,-81,0.889,-81,0.894,-81
0.974,-83,0.945,-81,0.889,-81,0.886,-81
0.974,-81,0.955,-81,0.903,-81,0.913,-82
0.974,-81,0.974,-81,0.884,-81,0.886,-82
0.931,-81,0.959,-82,0.884,-80,0.867,-83
0.997,-81,0.969,-81,0.917,-81,0.875,-81
0.936,-81,0.95,-81,0.922,-80,0.889,-81
0.988,-81,0.959,-81,0.931,-80,0.889,-81
0.974,-81,0.945,-81,0.898,-81,0.87,-82
0.955,-83,0.978,-81,0.898,-80,0.881,-81
0.945,-81,0.969,-81,0.917,-80,0.87,-82
0.969,-81,0.945,-81,0.917,-80,0.886,-82
0.959,-81,0.983,-81,0.913,-81,0.876,-81
